20/07/2024;0:01:09.618;00002;94,5;89,2;-6,08;1,76;19,4;125,3;1;22,6;25;1;2673,0;0,079;-9,99;12,7
20/07/2024;0:01:20.944;00004;288,0;90,5;6,59;1,31;72,9;251,7;1;10,7;52;1;2409,0;0,088;-9,99;14,4
20/07/2024;0:01:46.499;00006;135,0;88,5;13,2;1,12;49,5;48,3;1;8,9;14;1;3400,0;0,078;-9,99;14,5
20/07/2024;0:02:05.282;00009;91,5;75,9;17,78;9,07;34,2;100,3;1;38,4;25;1;723,0;0,146;-9,99;4,3
20/07/2024;0:02:15.010;0000B;88,5;84,0;-8,3;0,7;18,5;198,3;1;17,2;25;1;2714,0;0,219;-9,99;13,0
20/07/2024;0:02:15.629;0000D;102,0;88,8;1,27;0,52;29,7;173,0;1;15,1;52;1;5304,0;0,076;33,31;17,8
20/07/2024;0:02:44.830;0000F;268,5;90,2;-22,03;1,18;71,5;186,2;1;21,4;13;1;2442,0;0,058;-9,99;12,1
20/07/2024;0:03:15.021;0000H;133,5;91,6;-25,5;1,62;47,1;91,5;1;23,6;13;1;3541,0;0,037;-9,99;16,0
20/07/2024;0:03:38.931;0000I;253,5;70,2;3,81;2,68;75,0;97,2;1;26,1;14;1;1361,0;0,135;-9,99;9,7
20/07/2024;0:03:41.451;0000J;139,5;91,4;20,01;10,3;49,5;35,5;1;36,6;25;1;836,0;0,077;-9,99;4,3
20/07/2024;0:03:51.042;0000K;328,5;93,1;6,26;0,29;75,0;274,4;1;4,4;35;1;1605,0;0,479;-9,99;9,6
20/07/2024;0:03:54.846;0000M;87,0;83,1;7,68;4,31;17,4;257,0;2;36,9;45;1;1595,0;0,099;-9,99;8,2
20/07/2024;0:03:54.846;0000M;87,0;85,7;7,68;4,31;9,9;115,8;2;36,9;45;1;1595,0;0,099;-9,99;8,2
20/07/2024;0:04:23.890;0000O;156,0;87,3;-1,77;1,07;56,6;191,2;1;19,8;15;1;2656,0;0,077;-9,99;13,0
20/07/2024;0:04:32.146;0000P;160,5;89,0;9,27;2,14;56,9;2,3;1;24,6;54;1;2012,0;0,076;-9,99;10,9
20/07/2024;0:04:45.547;0000Q;124,5;111,9;11,43;1,86;26,2;177,8;2;29,1;45;1;1357,0;0,148;-9,99;7,9
20/07/2024;0:04:45.547;0000Q;124,5;83,8;11,43;1,86;48,1;271,3;2;21,7;25;1;1357,0;0,148;-9,99;7,9
20/07/2024;0:05:15.509;0000S;94,5;89,9;1,99;1,42;18,1;152,8;1;20,5;13;1;3534,0;0,066;-9,99;14,7
20/07/2024;0:05:17.074;0000T;189,0;76,5;6,81;0,03;66,9;134,1;1;16,6;15;1;8891,0;0,219;-9,99;22,2
20/07/2024;0:05:17.112;0000U;192,0;77,0;6,06;1,6;67,1;133,9;1;24,2;14;1;1401,0;0,191;-9,99;8,2
20/07/2024;0:05:17.083;0000V;195,0;78,5;6,26;1,56;67,1;133,8;1;26,4;15;1;1476,0;0,219;-9,99;8,4
20/07/2024;0:05:17.112;0000X;192,0;76,9;6,07;1,61;67,2;133,9;1;24,2;41;1;1399,0;0,197;-9,99;8,2
20/07/2024;0:05:45.125;0000Z;117,0;93,9;19,37;3,02;37,0;174,1;2;32,6;54;1;1127,0;0,139;-9,99;6,6
20/07/2024;0:05:45.125;0000Z;117,0;82,6;19,37;3,02;45,5;258,7;2;37,3;52;1;1127,0;0,139;-9,99;6,6
20/07/2024;0:06:03.682;00010;144,0;80,9;19,39;0,79;56,4;313,8;1;11,7;31;1;2321,0;0,11;-9,99;12,6
20/07/2024;0:06:12.296;00011;190,5;87,1;-26,7;0,86;63,5;90,5;1;18,0;32;1;2231,0;0,087;-9,99;13,0
20/07/2024;0:06:12.315;00012;189,0;86,1;-29,02;1,0;63,7;90,2;1;14,3;52;1;2059,0;0,092;-9,99;12,0
20/07/2024;0:06:18.874;00013;115,5;90,9;-8,23;4,22;38,4;171,4;1;27,3;42;1;1276,0;0,127;-9,99;7,9
20/07/2024;0:06:18.874;00014;115,5;90,9;-8,24;4,23;38,4;171,4;1;27,3;42;1;1275,0;0,127;-9,99;7,6
20/07/2024;0:06:36.397;00016;114,0;84,2;-19,11;0,2;42,7;91,0;1;15,7;25;1;4251,0;0,164;21,98;17,9
20/07/2024;0:06:47.394;00017;139,5;88,7;-13,22;0,14;51,0;178,0;1;12,4;15;1;8583,0;0,065;27,01;22,9
20/07/2024;0:06:47.390;00018;138,0;87,8;-13,14;0,27;51,0;177,9;1;12,2;51;1;5189,0;0,067;-9,99;18,3
20/07/2024;0:06:47.395;00019;148,5;93,4;-11,54;6,38;51,6;246,5;1;31,7;23;1;1238,0;0,057;-9,99;6,9
20/07/2024;0:07:17.653;0001A;187,5;93,8;8,17;1,38;60,7;144,7;1;19,7;31;1;2958,0;0,036;-9,99;13,3
20/07/2024;0:07:29.683;0001B;106,5;91,4;9,19;0,97;31,1;248,0;1;8,6;15;1;3561,0;0,053;-9,99;15,1
20/07/2024;0:07:34.827;0001C;115,5;78,8;-2,41;0,89;47,3;170,0;1;17,1;25;1;1939,0;0,214;-9,99;9,1
20/07/2024;0:07:38.762;0001D;97,5;82,2;3,6;0,12;32,7;197,4;1;14,2;15;1;6680,0;0,108;25,07;19,7
20/07/2024;0:07:38.755;0001E;88,5;74,5;4,96;4,03;32,9;197,4;1;27,7;53;1;1227,0;0,088;-9,99;7,0
20/07/2024;0:07:38.755;0001F;106,5;89,4;0,93;5,72;33,2;198,6;1;29,3;45;1;1092,0;0,078;-9,99;6,1
20/07/2024;0:08:18.509;0001H;255,0;89,0;-34,04;2,8;70,6;207,0;1;31,4;35;1;1810,0;0,118;-9,99;10,6
20/07/2024;0:08:34.782;0001I;91,5;83,1;-6,97;3,02;24,9;142,0;1;20,8;45;1;975,0;0,276;-9,99;5,9
20/07/2024;0:08:34.782;0001J;91,5;83,1;-6,98;3,02;24,9;142,0;1;20,8;45;1;972,0;0,276;-9,99;5,9
20/07/2024;0:09:00.805;0001L;88,5;80,8;-4,31;1,04;24,3;165,0;1;14,0;15;1;1644,0;0,236;-9,99;7,7
20/07/2024;0:09:43.374;0001P;196,5;78,2;20,43;0,9;67,4;114,9;1;8,7;14;1;2143,0;0,19;-9,99;13,3
20/07/2024;0:10:17.418;0001R;379,5;115,5;5,3;1,82;73,9;173,1;2;29,2;25;1;1498,0;0,093;-9,99;9,3
20/07/2024;0:10:17.418;0001R;139,5;81,9;5,3;1,82;54,5;232,5;2;27,5;35;1;1498,0;0,093;-9,99;9,3
20/07/2024;0:10:19.803;0001S;117,0;92,4;16,45;0,7;38,2;304,6;1;13,2;35;1;3795,0;0,073;-9,99;16,0
20/07/2024;0:10:28.067;0001U;154,5;82,7;5,66;0,09;58,2;87,4;1;11,3;25;1;7924,0;0,072;-9,99;23,4
20/07/2024;0:10:28.066;0001V;160,5;89,7;5,71;4,52;56,6;86,1;1;24,8;35;1;1426,0;0,067;-9,99;8,5
20/07/2024;0:10:35.350;0001Y;112,5;81,9;-16,85;3,47;43,7;200,0;1;27,2;15;1;1103,0;0,127;-9,99;3,8
20/07/2024;0:10:36.403;0001Z;100,5;83,8;-7,32;0,23;33,7;193,3;1;12,6;52;1;5598,0;0,083;26,31;18,8
20/07/2024;0:10:38.861;00021;106,5;84,1;-17,19;0,35;38,1;187,2;1;16,2;25;1;3692,0;0,164;-9,99;15,4
20/07/2024;0:11:09.206;00026;111,0;80,3;-10,03;1,19;44,0;187,3;1;13,7;25;1;1835,0;0,347;-9,99;8,2
20/07/2024;0:11:24.120;00028;145,5;75,1;12,76;2,24;59,5;49,2;1;17,7;32;1;1400,0;0,118;-9,99;8,2
20/07/2024;0:11:31.974;00029;103,5;78,9;10,22;3,3;40,6;221,0;1;22,8;35;1;1172,0;0,267;-9,99;5,9
20/07/2024;0:11:44.574;0002A;219,0;78,1;-16,21;2,79;70,0;175,4;2;26,4;32;1;1818,0;0,094;-9,99;9,7
20/07/2024;0:11:44.574;0002A;179,0;109,2;-16,21;2,79;89,9;201,7;2;31,2;25;1;1818,0;0,094;-9,99;9,7
20/07/2024;0:12:41.050;0002D;88,5;82,0;-6,49;3,82;22,3;190,3;1;28,7;25;1;1096,0;0,19;-9,99;4,9
20/07/2024;0:12:43.277;0002E;157,5;90,8;-18,64;5,33;55,4;183,2;1;25,6;35;1;1431,0;0,062;-9,99;8,4
20/07/2024;0:12:43.659;0002F;300,0;86,6;10,95;6,43;74,5;251,6;1;26,8;13;1;1090,0;0,065;-9,99;7,1
20/07/2024;0:12:58.616;0002I;103,5;93,1;16,07;7,87;26,1;232,2;1;35,6;51;1;945,0;0,06;-9,99;5,6
20/07/2024;0:13:04.758;0002J;273,0;98,9;26,62;0,9;69,9;228,8;1;17,8;15;1;2215,0;0,108;-9,99;12,2
20/07/2024;0:13:41.022;0002K;193,5;79,1;26,34;0,16;66,7;295,5;1;4,4;45;1;4447,0;0,118;-9,99;20,5
20/07/2024;0:13:41.011;0002L;195,0;78,9;26,37;3,71;66,9;295,2;1;23,3;35;1;1254,0;0,105;-9,99;8,1
20/07/2024;0:13:40.973;0002M;199,5;198,6;29,09;7,46;5,6;222,5;1;39,5;13;1;877,0;0,121;-9,99;5,5
20/07/2024;0:13:45.338;0002Q;216,0;80,0;-4,69;3,96;69,2;85,1;1;26,2;14;1;1177,0;0,16;-9,99;5,5
20/07/2024;0:13:53.016;0002S;181,5;90,7;10,64;5,12;60,7;40,8;1;18,7;31;1;1505,0;0,048;-9,99;7,6
20/07/2024;0:13:53.214;0002T;196,5;163,2;39,28;8,51;34,3;15,8;1;37,8;51;1;887,0;0,154;-9,99;3,9
20/07/2024;0:14:02.211;0002U;102,0;96,1;8,41;1,74;19,7;120,4;1;15,9;52;1;2930,0;0,029;-9,99;14,1
20/07/2024;0:14:32.174;0002X;114,0;84,0;-6,77;1,18;42,9;137,3;1;18,6;25;1;2385,0;0,093;-9,99;12,1
20/07/2024;0:14:32.174;0002Y;115,5;84,3;-6,61;3,59;43,4;138,2;1;28,4;35;1;1399,0;0,07;-9,99;7,4
20/07/2024;0:14:48.795;00030;85,5;84,6;-5,18;3,93;8,5;293,2;1;27,1;32;1;810,0;0,133;-9,99;4,1
20/07/2024;0:14:48.795;00031;85,5;84,6;-5,19;3,94;8,5;293,3;1;27,2;32;1;809,0;0,133;-9,99;3,7
20/07/2024;0:14:49.650;00032;84,0;80,6;7,02;0,96;16,3;231,7;1;16,0;25;1;1467,0;0,128;-9,99;8,3
20/07/2024;0:15:29.163;00035;105,0;100,7;-0,68;4,7;16,6;187,9;2;36,8;35;1;1950,0;0,039;-9,99;10,0
20/07/2024;0:15:29.163;00035;105,0;91,2;-0,68;4,7;30,0;125,6;2;36,8;35;1;1950,0;0,039;-9,99;10,0
20/07/2024;0:15:45.477;00036;183,0;169,2;-9,26;11,43;22,7;291,8;1;36,3;35;1;896,0;0,158;-9,99;4,6
20/07/2024;0:16:05.830;0003B;183,0;93,1;14,47;0,56;60,1;277,0;1;10,9;51;1;3319,0;0,073;-9,99;16,2
20/07/2024;0:16:07.301;0003C;130,5;95,6;-14,47;0,27;43,3;253,6;1;16,9;25;1;5279,0;0,057;30,69;18,3
20/07/2024;0:16:19.542;0003E;129,0;77,6;21,27;1,22;53,5;164,4;1;18,2;24;1;2482,0;0,11;-9,99;12,5
20/07/2024;0:16:47.613;0003G;123,0;89,5;-4,71;0,2;43,7;130,6;1;16,5;52;1;7641,0;0,07;28,63;21,7
20/07/2024;0:16:50.037;0003J;145,5;90,3;-6,18;6,63;52,2;261,7;1;37,3;53;1;1346,0;0,087;-9,99;8,5
20/07/2024;0:17:01.746;0003K;109,5;85,6;-31,15;0,01;38,9;233,4;1;13,8;51;1;11703,0;0,642;-9,99;25,7
20/07/2024;0:17:01.765;0003L;103,5;81,0;-31,26;0,34;38,8;233,5;1;14,5;15;1;1882,0;0,632;-9,99;10,3
20/07/2024;0:17:01.778;0003M;118,5;92,9;-30,97;0,51;38,7;233,4;1;14,0;51;1;1755,0;0,664;-9,99;9,2
20/07/2024;0:17:02.426;0003N;213,0;79,1;-36,98;1,17;69,1;153,7;1;19,0;41;1;1641,0;0,197;-9,99;9,0
20/07/2024;0:17:11.659;0003Q;190,5;75,4;-6,82;4,6;67,5;265,0;1;37,5;45;1;895,0;0,167;-9,99;4,4
20/07/2024;0:17:13.928;0003S;205,5;75,4;23,35;1,79;69,3;203,8;1;23,1;35;1;2307,0;0,059;-9,99;13,1
20/07/2024;0:17:20.150;0003U;87,0;82,7;1,3;0,05;18,2;118,9;1;13,7;15;1;5874,0;0,125;-9,99;18,8
20/07/2024;0:17:28.837;0003V;144,0;83,6;14,51;3,14;55,0;72,6;1;24,3;24;1;1018,0;0,214;-9,99;5,0
20/07/2024;0:17:28.837;0003W;144,0;83,6;14,5;3,14;55,0;72,6;1;24,3;42;1;1019,0;0,214;-9,99;4,8
20/07/2024;0:17:40.456;0003X;124,5;88,1;-32,76;0,64;45,3;148,7;1;8,5;42;1;3471,0;0,104;-9,99;15,5
20/07/2024;0:17:42.301;0003Y;124,5;84,1;-6,14;3,09;47,9;224,4;1;38,4;52;1;941,0;0,153;-9,99;3,5
20/07/2024;0:18:07.154;00040;108,0;83,0;0,17;0,92;40,1;236,0;1;18,0;15;1;2478,0;0,142;-9,99;12,1
20/07/2024;0:19:03.466;00042;147,0;101,8;-3,58;1,72;46,7;222,6;1;28,1;25;1;2263,0;0,05;-9,99;11,3
20/07/2024;0:19:03.459;00043;138,0;94,6;-1,05;0,06;47,2;223,0;1;20,6;15;1;16708,0;0,043;23,31;27,3
20/07/2024;0:19:03.464;00044;135,0;92,9;-1,17;1,3;46,9;222,9;1;21,3;45;1;2737,0;0,045;-9,99;12,8
20/07/2024;0:19:04.933;00045;138,0;86,1;-24,98;0,87;51,9;220,2;1;17,1;25;1;1838,0;0,19;-9,99;7,5
20/07/2024;0:19:50.851;00048;135,0;100,1;3,95;1,94;42,6;221,7;2;20,9;45;1;2238,0;0,045;-9,99;13,7
20/07/2024;0:19:50.851;00048;135,0;82,3;3,95;1,94;52,9;95,9;2;23,4;35;1;2238,0;0,045;-9,99;13,7
20/07/2024;0:19:50.851;00049;135,0;100,1;3,95;1,94;42,6;221,7;2;20,9;45;1;2236,0;0,045;-9,99;12,3
20/07/2024;0:19:50.851;00049;135,0;82,3;3,95;1,94;52,9;95,9;2;23,4;53;1;2236,0;0,045;-9,99;12,3
20/07/2024;0:19:58.659;0004A;112,5;79,6;15,19;1,62;45,3;36,8;1;7,3;35;1;1702,0;0,236;-9,99;8,1
20/07/2024;0:20:32.350;0004D;105,0;91,2;1,28;0,15;29,9;216,3;1;12,1;51;1;4467,0;0,167;-9,99;14,1
20/07/2024;0:20:32.349;0004E;90,0;78,2;1,13;0,11;29,9;216,4;1;10,8;51;1;4339,0;0,16;-9,99;13,8
20/07/2024;0:20:43.574;0004F;96,0;91,9;1,02;0,53;16,9;123,9;1;18,9;25;1;4293,0;0,042;-9,99;16,9
20/07/2024;0:20:47.802;0004G;109,5;97,0;-1,34;0,05;27,9;190,7;1;14,3;25;1;20858,0;0,043;-9,99;27,4
20/07/2024;0:20:47.802;0004H;118,5;104,6;-1,64;1,38;28,2;190,2;1;21,7;31;1;3264,0;0,043;-9,99;13,4
20/07/2024;0:21:23.837;0004I;138,0;94,4;23,46;0,05;47,3;39,7;1;4,6;25;1;11367,0;0,092;-9,99;24,7
20/07/2024;0:21:23.835;0004J;139,5;95,5;23,1;0,4;47,3;39,6;1;6,6;25;1;3862,0;0,091;-9,99;15,7
20/07/2024;0:21:23.838;0004K;129,0;88,2;23,61;2,22;47,3;39,5;1;11,5;25;1;1560,0;0,077;-9,99;7,7
20/07/2024;0:21:23.878;0004L;144,0;98,6;24,38;1,02;47,3;39,5;1;9,0;25;1;2128,0;0,089;-9,99;9,9
20/07/2024;0:21:35.011;0004M;99,0;92,6;-16,09;3,18;20,9;149,4;1;21,8;35;1;2520,0;0,063;-9,99;12,4
20/07/2024;0:21:35.086;0004N;201,0;89,0;-7,59;4,5;64,5;52,5;1;31,5;13;1;1561,0;0,059;-9,99;8,5
20/07/2024;0:22:02.445;0004Q;141,0;91,8;25,48;1,02;49,8;226,6;1;16,8;35;1;1272,0;0,39;-9,99;6,1
20/07/2024;0:22:05.446;0004R;142,5;88,2;-2,61;1,29;52,3;225,9;1;18,4;35;1;1341,0;0,217;-9,99;7,5
20/07/2024;0:22:10.120;0004S;199,5;90,8;0,54;0,77;63,7;252,7;1;8,5;45;1;3064,0;0,086;-9,99;13,1
20/07/2024;0:22:10.120;0004U;199,5;90,8;0,55;0,77;63,7;252,7;1;8,2;45;1;3063,0;0,086;-9,99;14,7
20/07/2024;0:22:20.920;0004W;136,5;89,4;-5,71;4,75;49,5;39,0;1;24,4;32;1;788,0;0,121;-9,99;3,2
20/07/2024;0:22:21.635;0004X;274,5;78,6;13,47;1,35;74,5;6,5;1;10,5;23;1;1814,0;0,206;-9,99;9,3
20/07/2024;0:22:44.645;0004Z;108,0;74,8;28,73;0,18;46,5;106,2;1;18,1;25;1;5821,0;0,099;-9,99;19,9
20/07/2024;0:23:04.915;00051;130,5;90,8;-12,82;0,09;46,3;90,9;1;14,2;25;1;12970,0;0,065;37,29;26,3
20/07/2024;0:23:04.914;00052;132,0;97,5;-12,88;2,86;42,8;229,1;2;35,4;13;1;2401,0;0,069;-9,99;11,4
20/07/2024;0:23:04.914;00052;132,0;90,9;-12,88;2,86;46,9;91,7;2;27,2;13;1;2401,0;0,069;-9,99;11,4
20/07/2024;0:23:18.360;00059;127,5;85,6;-31,89;0,97;48,3;136,9;1;15,1;25;1;2418,0;0,124;-9,99;12,1
20/07/2024;0:24:14.357;0005F;171,0;86,5;-46,33;0,39;60,3;111,0;1;13,0;25;1;6289,0;0,062;26,99;20,1
20/07/2024;0:24:50.064;0005J;124,5;92,7;-34,3;3,77;42,3;152,7;1;28,5;42;1;2097,0;0,075;-9,99;10,3
20/07/2024;0:25:06.749;0005M;118,5;79,2;-0,27;1,23;48,4;223,7;3;24,5;45;1;2218,0;0,167;-9,99;11,9
20/07/2024;0:25:06.749;0005M;118,5;113,1;-0,27;1,23;17,6;111,4;3;35,0;32;1;2218,0;0,167;-9,99;11,9
20/07/2024;0:25:06.749;0005M;118,5;80,8;-0,27;1,23;47,4;99,2;3;20,2;25;1;2218,0;0,167;-9,99;11,9
20/07/2024;0:25:07.062;0005O;642,0;108,6;13,64;4,11;83,1;8,3;1;19,9;24;1;997,0;0,281;-9,99;6,0
20/07/2024;0:25:16.886;0005P;118,5;89,0;-4,15;0,54;41,7;169,5;1;14,2;52;1;5815,0;0,082;-9,99;18,5
20/07/2024;0:25:16.885;0005Q;120,0;90,4;-4,54;2,67;41,5;170,1;1;20,1;45;1;2582,0;0,084;-9,99;12,3
20/07/2024;0:25:31.939;0005S;109,5;65,3;-2,52;7,45;53,8;229,6;1;25,8;54;1;1501,0;0,035;-9,99;6,3
20/07/2024;0:26:28.355;0005U;88,5;76,2;5,82;2,84;30,7;228,6;1;23,2;35;1;1314,0;0,288;-9,99;6,7
20/07/2024;0:26:43.650;0005V;93,0;88,1;-11,24;4,1;18,8;82,9;1;39,1;25;1;1530,0;0,056;-9,99;9,3
20/07/2024;0:26:44.814;0005W;214,5;85,6;-13,56;0,2;67,4;89,0;1;12,7;51;1;2406,0;0,029;-9,99;14,7
20/07/2024;0:26:44.814;0005Y;214,5;85,6;-13,55;0,2;67,4;89,0;1;12,6;15;1;2407,0;0,029;-9,99;13,7
20/07/2024;0:27:09.762;00066;103,5;92,3;-3,41;0,52;27,1;232,0;1;11,5;51;1;5428,0;0,056;-9,99;18,9
20/07/2024;0:27:10.400;00067;111,0;96,3;-22,72;2,56;30,1;205,8;1;21,4;35;1;2927,0;0,043;-9,99;13,3
20/07/2024;0:27:10.853;00068;198,0;82,5;-34,49;1,94;66,2;176,1;2;28,3;25;1;2688,0;0,062;-9,99;13,0
20/07/2024;0:27:10.853;00068;438,0;95,2;-34,49;1,94;79,4;203,0;2;23,0;24;1;2688,0;0,062;-9,99;13,0
