2024-10-09 00:00:21.870;00000;138,0;82,2;43,29;0,2;54,0;160,4;1;13,6;25;1;2699,0;0,349;-9,99;14,5
2024-10-09 00:01:37.579;00001;189,0;83,3;12,42;2,96;64,6;177,0;2;37,0;14;1;1411,0;0,08;-9,99;8,2
2024-10-09 00:01:37.579;00001;429,0;101,4;12,42;2,96;78,2;204,0;2;31,8;25;1;1411,0;0,08;-9,99;8,2
2024-10-09 00:01:50.979;00002;183,0;84,1;-33,68;0,38;63,4;348,9;1;14,5;45;1;2422,0;0,152;-9,99;12,4
2024-10-09 00:01:59.309;00003;103,5;84,2;19,17;0,32;35,9;157,9;3;24,8;45;1;3726,0;0,161;22,01;18,4
2024-10-09 00:01:59.309;00003;103,5;86,9;19,17;0,32;33,2;261,1;3;20,0;25;1;3726,0;0,161;22,01;18,4
2024-10-09 00:01:59.309;00003;583,5;111,2;19,17;0,32;81,6;265,5;3;36,9;32;1;3726,0;0,161;22,01;18,4
2024-10-09 00:03:16.958;00004;205,5;77,6;-2,18;1,82;68,7;186,7;1;23,0;24;1;1040,0;0,283;-9,99;5,8
2024-10-09 00:03:46.310;00005;106,5;85,0;0,67;2,98;37,3;333,8;1;16,8;14;1;795,0;0,145;-9,99;4,8
2024-10-09 00:04:22.150;00006;148,5;85,5;37,15;0,78;55,4;187,7;1;10,0;25;1;1651,0;0,176;-9,99;10,8
2024-10-09 00:05:34.864;00008;108,0;82,9;40,22;2,82;40,2;179,4;1;12,4;35;1;1417,0;0,044;-9,99;9,4
2024-10-09 00:05:41.960;00009;148,5;84,3;-23,38;0,75;56,0;281,9;1;10,7;51;1;1571,0;0,145;-9,99;9,9
2024-10-09 00:06:22.624;0000A;94,5;81,7;-13,53;1,39;30,4;8,9;1;16,6;25;1;1094,0;0,265;-9,99;7,4
2024-10-09 00:06:27.448;0000B;151,5;91,0;-70,48;0,69;53,6;139,7;1;10,8;25;1;2411,0;0,051;-9,99;14,7
2024-10-09 00:06:56.203;0000C;291,0;79,4;19,21;1,06;75,4;121,2;1;5,8;51;1;1977,0;0,08;-9,99;12,6
2024-10-09 00:07:19.698;0000D;115,5;88,1;10,0;2,68;40,6;335,4;1;20,5;52;1;912,0;0,213;-9,99;6,6
2024-10-09 00:09:14.802;0000F;97,5;87,6;10,43;3,49;26,2;6,6;1;25,6;25;1;1046,0;0,157;-9,99;9,0
2024-10-09 00:09:20.563;0000G;102,0;90,8;32,78;4,89;27,3;190,3;2;39,6;24;1;778,0;0,222;-9,99;5,8
2024-10-09 00:09:20.563;0000G;102,0;83,0;32,78;4,89;35,8;141,6;2;31,7;13;1;778,0;0,222;-9,99;5,8
2024-10-09 00:09:30.296;0000H;162,0;89,8;6,68;2,01;56,9;178,5;1;24,9;14;1;1528,0;0,089;-9,99;9,4
2024-10-09 00:09:33.419;0000I;117,0;88,7;-18,67;0,63;41,0;146,2;1;8,5;15;1;2809,0;0,084;-9,99;15,7
2024-10-09 00:09:39.478;0000J;127,5;93,3;-35,46;0,84;43,3;158,3;1;13,8;52;1;2735,0;0,042;-9,99;14,9
2024-10-09 00:10:17.894;0000K;94,5;92,8;-13,61;8,68;10,9;216,5;1;35,9;32;1;742,0;0,155;-9,99;6,6
2024-10-09 00:10:43.838;0000L;147,0;81,2;31,32;0,95;57,0;165,2;1;16,7;51;1;1800,0;0,128;-9,99;11,5
2024-10-09 00:11:03.310;0000N;166,5;91,4;-5,3;1,85;57,3;27,2;1;21,5;35;1;1185,0;0,076;-9,99;6,3
2024-10-09 00:11:03.293;0000O;151,5;82,5;-6,04;2,13;57,6;27,1;1;26,2;35;1;1132,0;0,076;-9,99;6,4
2024-10-09 00:11:03.283;0000P;169,5;93,0;-4,95;1,82;57,3;27,3;1;21,4;25;1;1041,0;0,076;-9,99;6,0
2024-10-09 00:11:03.304;0000Q;154,5;84,5;-3,14;1,53;57,4;27,1;1;21,4;35;1;1056,0;0,082;-9,99;6,0
2024-10-09 00:11:05.546;0000R;157,5;85,8;-10,4;2,31;57,6;27,0;1;23,3;35;1;851,0;0,086;-9,99;3,7
2024-10-09 00:11:13.642;0000U;207,0;86,6;-40,34;1,24;66,1;164,6;1;23,0;15;1;1694,0;0,118;-9,99;10,9
2024-10-09 00:11:13.643;0000V;208,5;83,6;-40,14;3,83;67,2;164,2;1;37,0;13;1;1120,0;0,094;-9,99;7,1
2024-10-09 00:11:16.811;0000W;162,0;114,2;-19,9;0,67;45,7;156,1;2;25,4;13;1;1712,0;0,056;-9,99;11,4
2024-10-09 00:11:16.811;0000W;402,0;70,1;-19,9;0,67;81,7;132,0;2;20,7;24;1;1712,0;0,056;-9,99;11,4
2024-10-09 00:11:17.264;0000X;133,5;86,3;-5,74;5,52;50,2;51,5;1;38,6;41;1;740,0;0,102;-9,99;4,6
2024-10-09 00:11:29.086;0000Y;169,5;98,7;-3,32;0,29;55,0;52,9;1;8,8;23;1;4356,0;0,059;32,77;20,3
2024-10-09 00:11:46.922;00012;273,0;87,3;45,1;2,61;72,5;293,6;1;18,7;13;1;930,0;0,069;-9,99;9,2
2024-10-09 00:12:03.627;00013;148,5;110,7;-15,8;6,81;42,3;222,7;1;35,9;13;1;1088,0;0,045;-9,99;12,9
2024-10-09 00:12:14.957;00014;135,0;88,9;-30,04;0,04;49,3;137,4;1;10,6;25;1;11357,0;0,075;23,96;27,9
2024-10-09 00:12:14.955;00015;132,0;87,8;-30,13;2,23;48,8;137,7;1;20,1;52;1;1693,0;0,062;-9,99;11,4
2024-10-09 00:12:14.958;00016;144,0;95,8;-30,77;1,64;48,8;137,8;1;19,3;52;1;1658,0;0,076;-9,99;11,5
2024-10-09 00:12:34.898;00017;129,0;88,4;-30,04;0,15;47,2;102,3;1;14,1;15;1;6688,0;0,069;28,07;22,7
2024-10-09 00:13:26.938;0001B;124,5;88,9;11,16;1,31;44,8;193,8;1;9,7;45;1;2279,0;0,114;-9,99;13,6
2024-10-09 00:13:54.213;0001C;123,0;81,4;36,79;0,27;49,0;136,0;1;11,8;25;1;4175,0;0,128;-9,99;19,0
2024-10-09 00:13:54.210;0001D;124,5;82,3;37,2;0,37;49,0;136,1;1;14,0;25;1;3633,0;0,113;-9,99;17,4
2024-10-09 00:14:05.451;0001H;88,5;78,6;10,9;1,51;27,5;7,9;1;20,4;25;1;1499,0;0,345;-9,99;10,2
2024-10-09 00:14:05.450;0001I;87,0;77,3;11,34;1,12;27,4;8,7;1;15,5;25;1;1590,0;0,321;-9,99;11,5
2024-10-09 00:14:24.197;0001J;111,0;80,3;16,51;0,07;44,0;111,0;1;16,0;51;1;6021,0;0,136;-9,99;22,0
2024-10-09 00:14:24.194;0001K;117,0;111,2;18,1;2,83;18,3;142,1;2;39,8;41;1;1014,0;0,126;-9,99;7,0
2024-10-09 00:14:24.194;0001K;117,0;85,5;18,1;2,83;43,4;111,8;2;32,7;32;1;1014,0;0,126;-9,99;7,0
2024-10-09 00:14:24.192;0001L;108,0;78,4;17,73;3,02;43,8;111,6;1;20,6;23;1;960,0;0,158;-9,99;7,2
2024-10-09 00:16:12.669;0001M;96,0;84,7;20,72;2,87;28,3;157,8;2;30,6;14;1;869,0;0,248;-9,99;7,4
2024-10-09 00:16:12.669;0001M;96,0;82,9;20,72;2,87;30,5;211,7;2;38,2;23;1;869,0;0,248;-9,99;7,4
2024-10-09 00:16:32.510;0001N;129,0;90,5;-3,87;0,46;45,9;185,7;1;14,5;14;1;4391,0;0,071;-9,99;19,6
2024-10-09 00:16:45.541;0001P;279,0;77,2;28,59;0,56;75,1;93,0;1;21,6;14;1;1917,0;0,222;-9,99;14,0
2024-10-09 00:16:51.011;0001Q;114,0;93,1;43,81;1,88;35,5;285,0;1;22,0;51;1;5721,0;0,098;-9,99;23,8
2024-10-09 00:16:52.958;0001S;114,0;87,8;11,81;0,53;40,0;276,3;1;9,1;15;1;1899,0;0,192;-9,99;7,5
2024-10-09 00:16:52.958;0001T;114,0;87,8;11,8;0,53;40,0;276,3;1;9,2;15;1;1899,0;0,192;-9,99;14,2
2024-10-09 00:16:52.958;0001U;114,0;87,8;11,8;0,53;40,0;276,3;1;9,2;15;1;1899,0;0,192;-9,99;15,0
2024-10-09 00:16:55.915;0001V;139,5;84,4;40,79;4,37;53,3;90,3;1;33,6;25;1;1175,0;0,067;-9,99;11,2
2024-10-09 00:17:06.907;0001W;94,5;91,6;-9,64;1,19;14,3;153,1;1;18,6;31;1;2937,0;0,047;-9,99;18,1
2024-10-09 00:17:34.448;0001X;103,5;81,7;12,79;0,14;38,2;30,9;1;6,1;15;1;7552,0;0,197;20,94;23,5
2024-10-09 00:17:34.445;0001Y;109,5;86,4;13,25;4,02;38,2;30,2;1;28,3;14;1;1169,0;0,233;-9,99;6,1
2024-10-09 00:17:34.448;0001Z;100,5;79,1;13,49;4,72;38,4;29,3;1;37,4;13;1;1201,0;0,232;-9,99;7,7
2024-10-09 00:18:50.856;00020;102,0;77,9;-4,57;0,66;40,5;346,3;1;7,7;23;1;2659,0;0,198;-9,99;14,1
2024-10-09 00:19:00.216;00021;109,5;87,5;-15,5;6,41;37,2;205,5;1;32,9;25;1;804,0;0,029;-9,99;4,2
2024-10-09 00:20:10.014;00024;180,0;85,5;-13,3;0,71;62,4;68,3;1;25,7;15;1;2176,0;0,122;-9,99;13,7
