08/11/2024;0:00:07.171;00000;120,0;91,2;-58,2;1,88;40,9;188,3;1;18,4;14;1;2914,0;0,075;-9,99;13,7
08/11/2024;0:00:12.272;00002;93,0;90,5;-3,2;0,41;13,5;255,2;2;24,9;24;1;6157,0;0,074;-9,99;21,0
08/11/2024;0:00:12.272;00002;93,0;90,5;-3,2;0,41;13,3;106,9;2;19,4;15;1;6157,0;0,074;-9,99;21,0
08/11/2024;0:00:37.307;00007;129,0;84,4;-40,21;1,62;49,6;118,6;1;17,5;15;1;2123,0;0,087;-9,99;11,7
08/11/2024;0:00:59.315;00009;93,0;90,7;-21,64;0,77;12,9;172,0;1;15,7;25;1;3483,0;0,065;-9,99;16,0
08/11/2024;0:01:08.098;0000A;163,5;96,8;-38,44;3,11;54,3;187,6;1;24,0;31;1;2404,0;0,059;-9,99;11,7
08/11/2024;0:02:21.838;0000E;118,5;83,2;-29,42;1,51;45,8;106,2;1;23,2;14;1;2312,0;0,089;-9,99;12,3
08/11/2024;0:02:30.098;0000F;97,5;87,4;-14,13;1,31;26,5;176,1;1;20,9;25;1;2438,0;0,134;-9,99;12,8
08/11/2024;0:02:38.435;0000H;327,0;76,7;-76,51;1,12;77,9;143,7;1;19,5;15;1;1730,0;0,197;-9,99;12,0
08/11/2024;0:03:06.466;0000J;126,0;110,2;26,49;2,17;29,3;160,7;2;30,2;14;1;1872,0;0,071;-9,99;10,7
08/11/2024;0:03:06.466;0000J;126,0;81,6;26,49;2,17;50,1;127,7;2;32,8;25;1;1872,0;0,071;-9,99;10,7
08/11/2024;0:03:50.421;0000L;105,0;84,4;-38,64;0,03;36,7;51,5;1;16,5;15;1;14236,0;0,152;35,23;27,5
08/11/2024;0:03:50.438;0000M;111,0;89,3;-38,49;1,01;36,7;51,7;1;17,5;51;1;2175,0;0,147;-9,99;12,0
08/11/2024;0:03:50.429;0000N;96,0;77,3;-38,41;0,82;36,6;51,6;1;15,3;24;1;2337,0;0,155;-9,99;12,0
08/11/2024;0:05:11.467;0000Y;132,0;77,8;2,32;1,95;54,4;190,8;1;16,3;24;1;2344,0;0,133;-9,99;12,1
08/11/2024;0:05:13.008;0000Z;117,0;85,8;-48,56;1,41;43,2;102,6;1;23,7;14;1;2416,0;0,133;-9,99;13,0
08/11/2024;0:05:28.003;00010;106,5;97,3;19,08;1,52;24,2;173,4;2;31,3;32;1;2106,0;0,025;-9,99;11,6
08/11/2024;0:05:28.003;00010;106,5;81,8;19,08;1,52;40,1;130,2;2;29,0;14;1;2106,0;0,025;-9,99;11,6
08/11/2024;0:06:06.099;00011;114,0;96,8;-37,97;0,13;32,2;159,7;1;16,5;15;1;14413,0;0,03;24,12;28,1
08/11/2024;0:06:06.096;00012;115,5;97,5;-36,77;2,72;32,7;159,6;2;29,3;23;1;3502,0;0,026;-9,99;16,0
08/11/2024;0:06:06.096;00012;115,5;95,9;-36,77;2,72;34,1;207,3;2;37,9;25;1;3502,0;0,026;-9,99;16,0
08/11/2024;0:06:14.990;00013;102,0;92,6;9,38;1,19;25,0;168,9;2;31,0;32;1;3152,0;0,075;-9,99;15,2
08/11/2024;0:06:14.990;00013;102,0;75,7;9,38;1,19;42,4;128,7;2;22,1;14;1;3152,0;0,075;-9,99;15,2
08/11/2024;0:06:36.176;00014;97,5;87,2;9,72;1,89;26,7;352,1;1;17,4;24;1;1586,0;0,159;-9,99;8,9
08/11/2024;0:06:37.656;00016;109,5;87,1;-34,72;1,1;37,6;102,4;1;19,5;15;1;2659,0;0,163;-9,99;13,3
08/11/2024;0:06:51.744;00018;93,0;80,0;31,32;0,25;30,9;107,5;1;16,9;15;1;5917,0;0,136;-9,99;20,7
08/11/2024;0:06:51.746;00019;339,0;106,5;35,63;9,13;73,1;233,5;1;35,1;41;1;995,0;0,074;-9,99;6,6
08/11/2024;0:06:52.208;0001B;160,5;92,4;35,1;0,02;55,5;62,8;1;17,5;15;1;14458,0;0,198;36,03;28,1
08/11/2024;0:06:52.208;0001C;166,5;95,0;35,3;0,92;55,8;62,9;1;20,5;51;1;2129,0;0,196;-9,99;13,0
08/11/2024;0:06:52.211;0001D;154,5;88,0;35,31;1,01;55,9;63,0;1;19,4;51;1;2113,0;0,21;-9,99;11,0
08/11/2024;0:07:36.448;0001H;133,5;91,2;-7,65;0,28;47,4;237,7;1;15,7;15;1;5643,0;0,067;-9,99;20,3
08/11/2024;0:07:49.478;0001J;180,0;86,7;-32,76;0,48;61,9;6,7;1;7,2;14;1;3365,0;0,123;-9,99;15,3
08/11/2024;0:08:01.757;0001L;139,5;114,8;2,74;7,19;35,0;261,8;1;37,2;41;1;1330,0;0,115;-9,99;7,3
08/11/2024;0:08:19.344;0001N;111,0;81,5;-24,12;1,44;43,1;36,0;1;27,2;42;1;4702,0;0,189;-9,99;19,5
08/11/2024;0:08:19.333;0001O;112,5;82,6;-28,22;1,57;43,1;35,8;1;15,2;42;1;1868,0;0,094;-9,99;10,8
08/11/2024;0:08:40.042;0001T;103,5;79,1;33,64;1,83;40,4;119,8;1;26,1;24;1;1582,0;0,465;-9,99;9,2
08/11/2024;0:08:43.456;0001V;117,0;83,9;-35,99;0,45;44,5;346,9;1;9,5;15;1;3681,0;0,232;-9,99;16,5
08/11/2024;0:09:02.773;0001Y;109,5;83,3;-39,07;2,48;40,8;75,4;1;27,4;25;1;1477,0;0,176;-9,99;9,6
